rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
418	653	9	1820	852	968	451	459	401	509	57.0	60.687	59.864	14944	41	on	ab(deep=4)@2.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
419	652	7	3472	1279	2193	663	1073	616	1120	42.7	0.232	0.219	3613	84	on	ab(deep=4)@2.classic(chip=100)@2.dil(prob=10)@1
420	652	25	196	86	110	50	48	36	62	46.3	8.481	7.095	1543	51	gone	ab(d4,tt,ord,nb200k)@1.learned(s35,e0fe5acd)@1
421	651	9	1820	848	972	475	435	373	537	53.5	14.194	14.058	57250	47	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
422	648	20	504	200	304	107	145	93	159	37.2	0.006	0.002	113	429	gone	ab(deep=2)@1.classic(chip=100)@1
423	648	10	1756	606	1150	295	583	311	567	58.5	65.623	63.162	14119	41	gone	ab(deep=4)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
424	647	7	3472	1262	2210	688	1048	574	1162	50.1	296.948	293.427	70850	36	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
425	647	8	2252	872	1380	445	681	427	699	53.0	1.653	2.734	17288	57	gone	ab(deep=4)@1.exp(chip=65,column=1,forward=14)@2
426	647	10	1756	604	1152	346	532	258	620	57.6	56.449	54.276	12539	41	gone	ab(deep=4)@1.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
427	645	9	1820	836	984	409	501	427	483	56.7	60.835	59.935	14790	41	on	ab(deep=4)@2.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
428	645	25	196	84	112	45	53	39	59	47.8	6.147	4.624	1671	53	gone	ab(d4,tt,ord,nb200k)@1.learned(s17,56ed7027)@1
429	645	25	196	84	112	39	59	45	53	47.8	9.923	7.920	1648	50	gone	ab(d4,tt,ord,nb200k)@1.learned(s33,b02b58b6)@1
430	643	9	1820	831	989	413	497	418	492	53.9	2.665	2.655	17476	57	on	ab(deep=4)@2.exp(chip=64,column=1,forward=15)@2
431	639	16	524	309	215	140	122	169	93	57.4	0.340	0.284	1030	78	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=45,d675341a,teacher_games(deep=4),lin,shape=129-1)@1
432	638	10	1756	588	1168	248	630	340	538	57.4	66.276	63.785	14387	40	gone	ab(deep=4)@1.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
433	638	25	196	82	114	44	54	38	60	47.2	6.299	4.811	1729	52	gone	ab(d4,tt,ord,nb200k)@1.learned(s19,37dc9a9a)@1
434	638	25	196	82	114	47	51	35	63	48.0	5.924	4.747	1651	52	gone	ab(d4,tt,ord,nb200k)@1.learned(s21,29061624)@1
435	638	25	196	82	114	43	55	39	59	49.3	6.487	5.033	1753	52	gone	ab(d4,tt,ord,nb200k)@1.learned(s26,d70c5070)@1
436	638	9	1820	820	1000	428	482	392	518	56.0	51.286	50.451	13027	41	on	ab(deep=4)@2.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
437	637	7	3472	1225	2247	658	1078	567	1169	51.1	11.674	11.570	43649	47	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
438	635	10	1796	590	1206	323	575	267	631	47.5	0.614	0.573	2266	69	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
439	635	25	196	81	115	41	57	40	58	48.4	9.674	7.701	1620	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s28,6d10efee)@1
440	633	9	1820	811	1009	392	518	419	491	53.7	2.696	2.638	17650	56	on	ab(deep=4)@2.exp(chip=65,column=1,forward=14)@2
441	631	25	196	80	116	41	57	39	59	49.6	10.123	8.462	1788	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s37,97ad3321)@1
442	629	10	1840	592	1248	336	584	256	664	50.5	12.381	12.160	41044	46	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
443	629	10	1756	570	1186	298	580	272	606	55.7	63.487	61.086	14152	40	gone	ab(deep=4)@1.learned(model=112,baa2951a,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
444	627	25	196	79	117	42	56	37	61	48.3	10.243	7.770	1666	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s29,ef8eac9c)@1
445	627	7	3472	1190	2282	632	1104	558	1178	50.8	11.945	11.790	43593	46	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
446	625	10	1736	559	1177	304	564	255	613	51.8	12.915	12.495	41163	46	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
447	624	16	524	299	225	132	130	167	95	58.7	0.309	0.272	956	77	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=34,d9ec0240,teacher_games(deep=6),lin,shape=129-1)@1
448	624	25	196	78	118	41	57	37	61	42.5	6.077	4.457	1563	51	gone	ab(d4,tt,ord,nb200k)@1.learned(s16,500afc93)@1
449	624	10	1756	561	1195	312	566	249	629	58.8	65.359	62.947	14342	39	gone	ab(deep=4)@1.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
450	623	10	1736	556	1180	271	597	285	583	49.2	20.519	19.724	64225	44	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.dil(prob=20)@1
451	623	10	1736	555	1181	277	591	278	590	43.4	10.149	9.738	31561	47	gone	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2.dil(prob=20)@1
452	621	20	472	93	379	65	171	28	208	50.6	0.460	0.424	1757	71	gone	ab(d4,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1
453	620	7	3472	1163	2309	654	1082	509	1227	51.2	11.303	11.187	41787	46	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
454	619	7	3472	1162	2310	585	1151	577	1159	43.8	9.975	9.829	36351	47	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=18)@1
455	618	10	1736	547	1189	297	571	250	618	50.2	17.530	16.877	56622	44	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
456	617	10	1736	545	1191	264	604	281	587	50.4	20.465	19.678	66638	43	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.dil(prob=20)@1
457	617	25	196	76	120	44	54	32	66	49.2	12.069	9.331	1909	47	gone	ab(d4,tt,ord,nb200k)@1.learned(s27,12a6c33c)@1
458	613	25	196	75	121	42	56	33	65	49.3	9.031	7.509	1638	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s31,19904e2a)@1
459	612	16	524	290	234	156	106	134	128	62.8	0.306	0.264	928	76	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=22,a80f6d17,teacher_games(deep=4),lin,shape=129-1)@1
460	612	16	524	290	234	151	111	139	123	60.7	0.375	0.341	1171	73	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=13,629d8cc2,teacher_games(deep=2),lin,shape=129-1)@1
461	611	9	1820	764	1056	395	515	369	541	51.5	0.021	0.022	192	135	on	ab(deep=2)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
462	610	25	196	74	122	43	55	31	67	47.4	8.898	7.248	1596	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s36,31b20ca2)@1
463	610	25	196	74	122	41	57	33	65	48.0	8.793	7.211	1611	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s38,2df06048)@1
464	608	10	1736	529	1207	277	591	252	616	51.7	377.824	347.646	76119	33	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
465	608	10	1772	535	1237	264	630	271	607	51.5	0.019	0.014	191	156	gone	ab(deep=2)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
466	607	20	472	87	385	57	179	30	206	50.8	0.467	0.452	1808	69	gone	ab(d4,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1
467	607	25	318	110	208	52	107	58	101	38.3	5.691	7.216	31655	47	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=28)@1
468	607	10	1772	533	1239	366	528	167	711	53.1	1.613	1.504	217	57	gone	ab(deep=2)@1.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
469	606	10	1736	526	1210	258	610	268	600	48.5	21.421	19.807	63699	42	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.dil(prob=20)@1
470	605	10	1736	524	1212	281	587	243	625	50.1	19.175	18.416	62671	43	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
471	605	9	1820	752	1068	404	506	348	562	56.4	57.327	55.830	14234	38	on	ab(deep=4)@2.learned(model=112,baa2951a,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
472	604	7	3472	1110	2362	650	1086	460	1276	50.9	11.574	11.458	41639	45	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
473	603	10	1736	520	1216	272	596	248	620	50.7	20.139	19.379	65037	42	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.dil(prob=20)@1
474	602	20	504	179	325	88	164	91	161	37.5	4.915	6.031	111833	48	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@1.dil(prob=25)@1
475	602	7	3472	1102	2370	552	1184	550	1186	48.3	18.476	18.211	66679	43	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.dil(prob=20)@1
476	602	8	2336	773	1563	398	770	375	793	43.1	5.316	8.858	27212	46	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=22)@1
477	601	10	1736	516	1220	261	607	255	613	43.9	10.857	9.968	31698	45	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=20)@1
478	601	7	3472	1097	2375	526	1210	571	1165	48.4	19.126	18.606	66026	42	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.dil(prob=20)@1
479	597	16	524	279	245	127	135	152	110	51.5	0.267	0.257	789	74	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=67,1c5729aa,pool_games,lin,shape=129-1)@1
480	596	10	1736	507	1229	256	612	251	617	50.3	18.559	17.862	60226	42	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
481	595	16	524	278	246	164	98	114	148	60.7	0.307	0.267	945	74	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=44,a24e33eb,teacher_games(deep=4),lin,shape=129-1)@1
482	595	10	1736	506	1230	252	616	254	614	50.7	18.607	17.877	60206	42	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
483	595	9	1820	731	1089	369	541	362	548	31.7	0.003	0.002	24	357	on	ab(deep=1)@2.classic(chip=100)@2
484	593	10	1736	503	1233	264	604	239	629	50.6	17.428	16.767	57354	42	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
485	593	7	3472	1070	2402	563	1173	507	1229	43.6	9.482	9.360	35646	45	on	ab(deep=6,tt,ord,time=150ms)@2.classic(chip=100)@2.dil(prob=20)@1
486	592	10	1736	501	1235	273	595	228	640	49.6	18.095	17.331	57712	42	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
487	591	25	196	69	127	36	62	33	65	46.8	5.843	4.614	1618	49	gone	ab(d4,tt,ord,nb200k)@1.learned(s18,111d8d80)@1
488	591	25	196	69	127	35	63	34	64	49.6	6.982	5.157	1821	48	gone	ab(d4,tt,ord,nb200k)@1.learned(s20,30a9414b)@1
489	590	10	1840	519	1321	278	642	241	679	59.0	13.953	13.625	49588	43	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
490	589	10	1736	496	1240	239	629	257	611	50.1	18.938	18.280	62006	42	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
491	589	10	1736	495	1241	274	594	221	647	48.0	320.347	308.732	65997	32	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
492	587	10	1736	493	1243	255	613	238	630	48.8	18.274	17.543	57569	42	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
493	587	16	524	272	252	131	131	141	121	57.2	0.390	0.330	1260	70	gone	ab(d4,tt,ord,nb200k)@1.learned(s10,0ff9b1c8)@1
494	586	7	3472	1046	2426	533	1203	513	1223	43.9	9.867	9.682	35865	44	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=20)@1
495	585	16	524	271	253	122	140	149	113	50.6	0.586	0.508	796	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=61,a4ffae3c,pool_games,lin,shape=30-1)@1
496	585	7	3472	1044	2428	530	1206	514	1222	50.5	17.965	17.754	67212	41	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.dil(prob=20)@1
497	584	26	196	67	129	36	62	31	67	48.6	10.041	7.881	1700	45	gone	ab(d4,tt,ord,nb200k)@1.learned(s32,18116b38)@1
498	584	7	3472	1041	2431	540	1196	501	1235	50.2	15.608	15.398	59332	42	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
499	583	10	1736	486	1250	245	623	241	627	49.8	18.869	18.215	62515	41	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
500	582	7	3472	1033	2439	539	1197	494	1242	49.1	16.116	15.884	60172	42	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
501	580	16	524	267	257	130	132	137	125	59.4	0.307	0.273	935	72	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=16,d12688ec,teacher_games(deep=4),lin,shape=129-1)@1
502	580	16	524	267	257	124	138	143	119	55.0	0.364	0.312	1104	70	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=36,f5470908,teacher_games(deep=6),lin,shape=129-1)@1
503	580	16	524	267	257	148	114	119	143	50.1	0.524	0.442	737	66	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=66,847120cf,pool_games,lin,shape=30-1)@1
504	579	7	3472	1024	2448	493	1243	531	1205	50.2	15.923	15.673	58975	42	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
505	578	7	3472	1022	2450	541	1195	481	1255	43.8	9.792	9.624	35211	44	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=22)@1
506	577	20	504	168	336	82	170	86	166	39.0	0.138	0.184	2984	77	gone	ab(deep=4)@1.classic(chip=100)@1.dil(prob=25)@1
507	577	16	524	265	259	132	130	133	129	59.0	0.365	0.311	1065	70	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=42,cc89a549,teacher_games(deep=4),lin,shape=129-1)@1
508	577	10	1736	475	1261	248	620	227	641	48.6	332.301	320.313	69313	32	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
509	577	7	3472	1016	2456	506	1230	510	1226	50.6	17.876	17.656	68429	41	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.dil(prob=20)@1
510	575	7	3472	1011	2461	502	1234	509	1227	50.3	16.712	16.475	61752	41	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
511	574	16	524	263	261	148	114	115	147	51.6	0.618	0.557	833	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=57,a639450c,pool_games,lin,shape=30-1)@1
512	573	16	524	262	262	120	142	142	120	51.0	0.559	0.467	746	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=58,8a52cfde,pool_games,lin,shape=30-1)@1
513	572	16	524	261	263	114	148	147	115	58.2	0.319	0.270	958	71	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=39,e57b6cbb,teacher_games(deep=4),lin,shape=129-1)@1
514	571	7	3472	998	2474	543	1193	455	1281	51.0	336.039	329.250	78333	31	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
515	570	7	3472	995	2477	507	1229	488	1248	49.6	16.529	16.304	59872	41	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
516	568	10	1736	460	1276	256	612	204	664	51.5	377.784	363.578	81437	31	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
517	567	16	524	258	266	130	132	128	134	57.3	0.323	0.273	987	70	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=49,080031ad,teacher_games(deep=4),lin,shape=129-1)@1
518	566	7	3472	982	2490	487	1249	495	1241	50.2	16.717	16.485	62726	40	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
519	566	16	524	257	267	131	131	126	136	58.2	0.303	0.271	932	70	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=47,d8e7cb78,teacher_games(deep=4),lin,shape=129-1)@1
520	564	10	1736	453	1283	225	643	228	640	47.3	16.635	15.951	52405	40	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
521	561	16	524	253	271	126	136	127	135	53.4	0.273	0.234	790	71	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=68,2a6c5a04,pool_games,lin,shape=129-1)@1
522	561	16	524	253	271	119	143	134	128	55.8	0.324	0.281	1082	69	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=72,c9f64f64,teacher_games(deep=4),lin,shape=129-1)@1
523	559	10	1736	445	1291	200	668	245	623	48.9	18.919	18.187	62546	39	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
524	558	7	3472	956	2516	432	1304	524	1212	49.6	16.881	16.690	64237	40	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
525	558	16	524	251	273	134	128	117	145	51.8	0.514	0.445	721	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=65,3ae65557,pool_games,lin,shape=30-1)@1
526	556	16	524	250	274	109	153	141	121	58.7	0.377	0.297	1145	68	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=52,60638ed7,model_games(gen=?,deep=4),lin,shape=129-1)@1
527	556	16	524	250	274	116	146	134	128	51.1	0.263	0.262	783	69	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=60,3a0fec50,pool_games,lin,shape=129-1)@1
528	554	16	524	248	276	132	130	116	146	56.6	0.342	0.273	1021	68	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=33,3551d6b1,teacher_games(deep=6),lin,shape=129-1)@1
529	553	7	3472	940	2532	512	1224	428	1308	50.2	16.738	16.497	64138	39	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
530	552	16	524	247	277	116	146	131	131	55.4	0.338	0.295	1112	67	gone	ab(d4,tt,ord,nb200k)@1.learned(s7,fc796f83)@1
531	552	16	524	247	277	119	143	128	134	54.7	0.296	0.271	1047	68	gone	ab(d4,tt,ord,nb200k)@1.learned(s78,c428beb0)@1
532	551	16	524	246	278	131	131	115	147	56.4	0.312	0.276	1105	68	gone	ab(d4,tt,ord,nb200k)@1.learned(s76,2e412bc4)@1
533	550	7	3472	930	2542	492	1244	438	1298	49.7	17.037	16.832	63552	39	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
534	549	10	1736	429	1307	233	635	196	672	46.8	16.369	15.698	52517	39	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
535	548	16	524	244	280	116	146	128	134	51.3	0.261	0.206	762	71	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=64,e5f3229a,pool_games,lin,shape=129-1)@1
536	546	9	1820	633	1187	338	572	295	615	53.7	89.361	88.463	101768	33	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
537	544	16	524	241	283	149	113	92	170	57.9	0.291	0.234	911	69	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=30,7d34ec8a,teacher_games(deep=6),lin,shape=129-1)@1
538	544	16	524	241	283	114	148	127	135	55.7	0.385	0.345	1195	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=38,0314b24f,teacher_games(deep=6),lin,shape=129-1)@1
539	543	7	3472	909	2563	402	1334	507	1229	49.3	17.239	16.953	63535	39	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
540	543	6	4030	1213	2817	592	1423	621	1394	33.8	0.001	0.002	0	314	on	greedy@1.classic(chip=100)@2
541	543	16	524	240	284	113	149	127	135	52.2	0.575	0.513	797	60	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=62,78c12b90,pool_games,lin,shape=30-1)@1
542	542	9	1820	626	1194	363	547	263	647	52.8	0.515	0.499	218	60	on	ab(deep=2)@2.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
543	541	8	3472	901	2571	480	1256	421	1315	58.4	12.725	12.566	48937	40	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
544	538	11	1736	412	1324	210	658	202	666	45.9	16.516	15.857	52819	39	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
545	538	8	3472	893	2579	465	1271	428	1308	51.1	344.638	340.266	83541	29	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
546	536	16	524	235	289	122	140	113	149	57.3	0.259	0.225	987	68	gone	ab(d4,tt,ord,nb200k)@1.learned(s9,e27d9f48)@1
547	533	16	524	233	291	109	153	124	138	56.1	0.265	0.245	1015	67	gone	ab(d4,tt,ord,nb200k)@1.learned(s80,5b9b1a34)@1
548	530	16	524	231	293	123	139	108	154	58.0	0.304	0.276	1009	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=70,68972f05,teacher_games(deep=4),lin,shape=129-1)@1
549	530	6	4030	1158	2872	642	1373	516	1499	55.2	0.006	0.007	0	173	on	greedy@1.classic(chip=10,wall=3,column=2)@2
550	529	16	524	230	294	118	144	112	150	56.8	0.322	0.275	1114	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=73,4b9da81b,teacher_games(deep=4),lin,shape=129-1)@1
551	528	8	3472	863	2609	447	1289	416	1320	47.0	13.981	13.825	51994	38	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
552	526	16	524	228	296	116	146	112	150	59.2	0.342	0.319	1085	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=48,ee557e97,teacher_games(deep=4),lin,shape=129-1)@1
553	524	21	504	145	359	75	177	70	182	56.5	0.004	0.005	0	205	gone	greedy@1.classic(chip=10,wall=3,column=2)@1
554	523	16	524	226	298	129	133	97	165	56.6	0.353	0.284	1078	64	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=26,aedd28f9,teacher_games(deep=4),lin,shape=129-1)@1
555	523	16	524	226	298	103	159	123	139	49.9	0.264	0.225	783	67	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=63,716ed803,pool_games,lin,shape=129-1)@1
556	523	10	1820	589	1231	266	644	323	587	56.8	44.060	43.605	80168	34	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
557	522	8	3472	845	2627	443	1293	402	1334	47.1	14.308	14.096	51855	38	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
558	522	16	524	225	299	106	156	119	143	55.4	0.324	0.280	1200	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s77,ba5a5adb)@1
559	521	11	1736	385	1351	209	659	176	692	46.1	16.813	16.194	53095	37	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
560	520	10	1820	584	1236	262	648	322	588	60.5	19.209	18.946	71145	37	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
