# Current standings: active roster only, from the same fit as ratings.tsv.
# Compare Elo only WITHIN one head and WITHIN this file (never across fits).
# Retired ('gone') agents are excluded by design; see ratings.tsv for the full history.
# eff_evaluator elides the turn weight t when the search cannot act on it (no qs/part):
#   t shifts every leaf by one constant at fixed depth, so it reorders nothing there.
#   Compare cores on eff_evaluator; 'evaluator' and 'id' keep the exact canonical form.
head	elo	pm	games	cpu_ms_move	active	eff_evaluator	evaluator	id
ab(deep=6,tt,ord,nodes=200k)@2	1085	18	1028	24.883	on	learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1	learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1071	17	1028	25.680	on	learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1	learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1031	16	1028	26.071	on	learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1	learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	969	15	1028	26.892	on	learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1	learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	958	14	1028	27.637	on	learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1	learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	957	14	1028	18.861	on	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	956	14	1028	11.184	on	classic(chip=100)@2.opener(book,book=7)@1	classic(chip=100)@2.opener(book,book=7)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=7)@1
ab(deep=6,tt,ord,nodes=200k)@2	956	14	1028	10.877	on	classic(chip=100)@2.opener(book,book=8)@1	classic(chip=100)@2.opener(book,book=8)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=8)@1
ab(deep=6,tt,ord,nodes=200k)@2	954	14	1028	10.874	on	classic(chip=100)@2.opener(book,book=2)@1	classic(chip=100)@2.opener(book,book=2)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=2)@1
ab(deep=6,tt,ord,nodes=200k)@2	954	14	1028	10.522	on	classic(chip=100)@2.opener(book,book=4)@1	classic(chip=100)@2.opener(book,book=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	949	14	1028	28.284	on	learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1	learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	945	14	1028	10.717	on	classic(chip=100)@2.opener(book,book=9)@1	classic(chip=100)@2.opener(book,book=9)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=9)@1
ab(deep=6,tt,ord,nodes=200k)@2	945	14	1028	18.133	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
ab(deep=6,tt,ord,nodes=200k)@2	939	14	1028	17.731	on	learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1	learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	935	14	1028	16.618	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	935	14	1028	11.271	on	classic(chip=100)@2.opener(book,book=14)@1	classic(chip=100)@2.opener(book,book=14)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=14)@1
ab(deep=6,tt,ord,nodes=200k)@2	934	14	1028	17.630	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1
ab(deep=6,tt,ord,nodes=200k)@2	927	14	1028	18.118	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
ab(deep=6,tt,ord,nodes=200k)@2	926	14	1028	18.040	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
ab(deep=6,tt,ord,nodes=200k)@2	923	14	1028	17.469	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
ab(deep=6,tt,ord,nodes=200k)@2	922	14	1028	18.436	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	922	14	1028	16.922	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
ab(deep=6,tt,ord,nodes=200k)@2	917	14	1028	11.209	on	classic(chip=100)@2.opener(book,book=13)@1	classic(chip=100)@2.opener(book,book=13)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=13)@1
ab(deep=6,tt,ord,nodes=200k)@2	916	14	1028	17.505	on	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1	learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
ab(deep=6,tt,ord,nodes=200k)@2	910	14	1028	22.686	on	learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1	learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	906	14	1028	10.801	on	classic(chip=100)@2.opener(book,book=1)@1	classic(chip=100)@2.opener(book,book=1)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=1)@1
ab(deep=6,tt,ord,nodes=200k)@2	904	14	1028	19.487	on	learned(model=3,68364898,pool_games,lin,shape=129-1)@1	learned(model=3,68364898,pool_games,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	903	14	1028	10.918	on	classic(chip=100)@2	classic(chip=100)@2	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2
ab(deep=6,tt,ord,nodes=200k)@2	903	10	1736	17.531	on	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	899	13	1028	174.386	on	learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1	learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	881	10	1736	19.920	on	learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1	learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	880	10	1736	10.655	on	classic(chip=100)@2.opener(rand,moves=4)@1	classic(chip=100)@2.opener(rand,moves=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(rand,moves=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	879	10	1736	20.102	on	learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1	learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1
