# Current standings: active roster only, from the same fit as ratings.tsv.
# Compare Elo only WITHIN one head and WITHIN this file (never across fits).
# Retired ('gone') agents are excluded by design; see ratings.tsv for the full history.
# eff_evaluator elides the turn weight t when the search cannot act on it (no qs/part):
#   t shifts every leaf by one constant at fixed depth, so it reorders nothing there.
#   Compare cores on eff_evaluator; 'evaluator' and 'id' keep the exact canonical form.
head	elo	pm	games	cpu_ms_move	active	eff_evaluator	evaluator	id
ab(deep=6,tt,ord,nodes=200k)@2	1176	15	1820	25.055	on	learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1	learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1174	15	1820	25.815	on	learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1	learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1118	13	1820	26.466	on	learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1	learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1065	12	1820	27.177	on	learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1	learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1058	12	1820	10.930	on	classic(chip=100)@2.opener(book,book=2)@1	classic(chip=100)@2.opener(book,book=2)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=2)@1
ab(deep=6,tt,ord,nodes=200k)@2	1054	12	1820	11.333	on	classic(chip=100)@2.opener(book,book=7)@1	classic(chip=100)@2.opener(book,book=7)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=7)@1
ab(deep=6,tt,ord,nodes=200k)@2	1053	12	1820	11.107	on	classic(chip=100)@2.opener(book,book=8)@1	classic(chip=100)@2.opener(book,book=8)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=8)@1
ab(deep=6,tt,ord,nodes=200k)@2	1050	12	1820	28.145	on	learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1	learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1045	12	1820	10.898	on	classic(chip=100)@2.opener(book,book=9)@1	classic(chip=100)@2.opener(book,book=9)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=9)@1
ab(deep=6,tt,ord,nodes=200k)@2	1044	12	1820	10.708	on	classic(chip=100)@2.opener(book,book=4)@1	classic(chip=100)@2.opener(book,book=4)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=4)@1
ab(deep=6,tt,ord,nodes=200k)@2	1042	12	1820	11.428	on	classic(chip=100)@2.opener(book,book=14)@1	classic(chip=100)@2.opener(book,book=14)@1	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=14)@1
ab(deep=6,tt,ord,nodes=200k)@2	1041	12	1820	18.954	on	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1	learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1038	12	1820	28.515	on	learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1	learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
ab(deep=6,tt,ord,nodes=200k)@2	1033	12	1820	17.994	on	learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1	learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
